congress,chamber,rollnumber,icpsr,cast_code
115,Senate,172,40915,6
115,Senate,172,40916,6
115,Senate,172,41101,6
115,Senate,172,41102,6
115,Senate,172,41104,6
115,Senate,172,41107,6
115,Senate,172,41110,6
115,Senate,172,41111,6
115,Senate,172,41112,6
115,Senate,172,41300,6
115,Senate,172,41301,6
115,Senate,172,41302,6
115,Senate,172,41303,6
115,Senate,172,41304,6
115,Senate,172,41305,6
115,Senate,172,41308,6
115,Senate,172,41500,1
115,Senate,172,41501,6
115,Senate,172,41502,6
115,Senate,172,41503,6
115,Senate,172,41504,6
115,Senate,172,41505,6
115,Senate,172,41700,6
115,Senate,172,41701,6
115,Senate,172,41702,6
115,Senate,172,41703,6
115,Senate,172,41704,6
115,Senate,172,49300,6
115,Senate,172,49308,6
115,Senate,172,49703,1
115,Senate,172,49706,1
115,Senate,172,94659,6
115,Senate,173,14009,6
115,Senate,173,14226,6
115,Senate,173,14307,7
115,Senate,173,14435,7
115,Senate,173,14503,6
115,Senate,173,14651,7
115,Senate,173,14852,6
115,Senate,173,14858,7
115,Senate,173,14871,7
115,Senate,173,14921,6
115,Senate,173,15015,7
115,Senate,173,15021,7
115,Senate,173,15039,6
115,Senate,173,15408,7
115,Senate,173,15424,6
115,Senate,173,20100,6
115,Senate,173,20101,6
115,Senate,173,20146,6
115,Senate,173,20330,7
115,Senate,173,20707,7
115,Senate,173,20713,7
115,Senate,173,20717,6
115,Senate,173,20730,6
115,Senate,173,20735,7
115,Senate,173,20919,6
115,Senate,173,20923,7
115,Senate,173,20930,7
115,Senate,173,21112,6
115,Senate,173,21133,6
115,Senate,173,21166,6
115,Senate,173,21173,6
115,Senate,173,21301,6
115,Senate,173,21325,7
115,Senate,173,21338,6
115,Senate,173,29142,7
115,Senate,173,29147,7
115,Senate,173,29345,6
115,Senate,173,29373,7
115,Senate,173,29386,6
115,Senate,173,29389,7
115,Senate,173,29534,6
115,Senate,173,29548,6
115,Senate,173,29566,6
115,Senate,173,29722,6
115,Senate,173,29732,7
115,Senate,173,29735,6
115,Senate,173,29754,6
115,Senate,173,29909,6
115,Senate,173,29924,7
115,Senate,173,29935,6
115,Senate,173,29940,7
115,Senate,173,39310,7
115,Senate,173,40300,6
115,Senate,173,40304,6
115,Senate,173,40305,6
115,Senate,173,40700,7
115,Senate,173,40701,7
115,Senate,173,40702,6
115,Senate,173,40703,7
115,Senate,173,40704,7
115,Senate,173,40705,6
115,Senate,173,40707,6
115,Senate,173,40902,6
115,Senate,173,40904,7
115,Senate,173,40906,7
115,Senate,173,40908,7
115,Senate,173,40909,7
115,Senate,173,40910,7
115,Senate,173,40915,6
115,Senate,173,40916,7
115,Senate,173,41101,7
115,Senate,173,41102,6
115,Senate,173,41104,6
115,Senate,173,41107,6
115,Senate,173,41110,6
115,Senate,173,41111,6
115,Senate,173,41112,7
115,Senate,173,41300,6
115,Senate,173,41301,7
115,Senate,173,41302,6
115,Senate,173,41303,6
115,Senate,173,41304,6
115,Senate,173,41305,7
115,Senate,173,41308,7
115,Senate,173,41500,6
115,Senate,173,41501,6
115,Senate,173,41502,6
115,Senate,173,41503,6
115,Senate,173,41504,6
115,Senate,173,41505,6
115,Senate,173,41700,7
115,Senate,173,41701,7
115,Senate,173,41702,7
115,Senate,173,41703,6
115,Senate,173,41704,6
115,Senate,173,49300,7
115,Senate,173,49308,7
115,Senate,173,49703,6
115,Senate,173,49706,6
115,Senate,173,94659,6
115,Senate,174,14009,1
115,Senate,174,14226,1
115,Senate,174,14307,6
115,Senate,174,14435,6
115,Senate,174,14503,1
115,Senate,174,14651,6
115,Senate,174,14852,1
115,Senate,174,14858,6
115,Senate,174,14871,6
115,Senate,174,14921,1
115,Senate,174,15015,6
115,Senate,174,15021,6
115,Senate,174,15039,1
115,Senate,174,15408,6
115,Senate,174,15424,1
115,Senate,174,20100,1
115,Senate,174,20101,1
115,Senate,174,20146,1
115,Senate,174,20330,6
115,Senate,174,20707,6
115,Senate,174,20713,6
115,Senate,174,20717,6
115,Senate,174,20730,1
115,Senate,174,20735,6
115,Senate,174,20919,1
115,Senate,174,20923,6
115,Senate,174,20930,6
115,Senate,174,21112,1
115,Senate,174,21133,1
115,Senate,174,21166,1
115,Senate,174,21173,1
115,Senate,174,21301,1
115,Senate,174,21325,6
115,Senate,174,21338,1
115,Senate,174,29142,6
115,Senate,174,29147,6
115,Senate,174,29345,1
115,Senate,174,29373,6
115,Senate,174,29386,1
115,Senate,174,29389,6
115,Senate,174,29534,1
115,Senate,174,29548,1
115,Senate,174,29566,1
115,Senate,174,29722,1
115,Senate,174,29732,6
115,Senate,174,29735,1
115,Senate,174,29754,1
115,Senate,174,29909,1
115,Senate,174,29924,6
115,Senate,174,29935,1
115,Senate,174,29940,6
115,Senate,174,39310,6
115,Senate,174,40300,6
115,Senate,174,40304,1
115,Senate,174,40305,1
115,Senate,174,40700,6
115,Senate,174,40701,6
115,Senate,174,40702,6
115,Senate,174,40703,6
115,Senate,174,40704,6
115,Senate,174,40705,1
115,Senate,174,40707,1
115,Senate,174,40902,1
115,Senate,174,40904,6
115,Senate,174,40906,6
115,Senate,174,40908,6
115,Senate,174,40909,6
115,Senate,174,40910,6
115,Senate,174,40915,6
115,Senate,174,40916,6
115,Senate,174,41101,6
115,Senate,174,41102,1
115,Senate,174,41104,1
115,Senate,174,41107,1
115,Senate,174,41110,1
115,Senate,174,41111,1
115,Senate,174,41112,6
115,Senate,174,41300,6
115,Senate,174,41301,6
115,Senate,174,41302,1
115,Senate,174,41303,6
115,Senate,174,41304,1
115,Senate,174,41305,6
115,Senate,174,41308,6
115,Senate,174,41500,1
115,Senate,174,41501,1
115,Senate,174,41502,1
115,Senate,174,41503,1
115,Senate,174,41504,1
115,Senate,174,41505,1
115,Senate,174,41700,6
115,Senate,174,41701,6
115,Senate,174,41702,6
115,Senate,174,41703,1
115,Senate,174,41704,1
115,Senate,174,49300,6
115,Senate,174,49308,6
115,Senate,174,49703,6
115,Senate,174,49706,1
115,Senate,174,94659,1
115,Senate,175,14009,1
115,Senate,175,14226,1
115,Senate,175,14307,1
115,Senate,175,14435,1
115,Senate,175,14503,1
115,Senate,175,14651,1
115,Senate,175,14852,1
115,Senate,175,14858,1
115,Senate,175,14871,1
115,Senate,175,14921,1
115,Senate,175,15015,1
115,Senate,175,15021,1
115,Senate,175,15039,1
115,Senate,175,15408,1
115,Senate,175,15424,1
115,Senate,175,20100,1
115,Senate,175,20101,1
115,Senate,175,20146,1
115,Senate,175,20330,1
115,Senate,175,20707,1
115,Senate,175,20713,1
115,Senate,175,20717,1
115,Senate,175,20730,1
115,Senate,175,20735,1
115,Senate,175,20919,1
115,Senate,175,20923,1
115,Senate,175,20930,1
115,Senate,175,21112,1
115,Senate,175,21133,1
115,Senate,175,21166,1
115,Senate,175,21173,1
115,Senate,175,21301,1
115,Senate,175,21325,1
115,Senate,175,21338,1
115,Senate,175,29142,1
115,Senate,175,29147,6
115,Senate,175,29345,1
115,Senate,175,29373,1
115,Senate,175,29386,1
115,Senate,175,29389,1
115,Senate,175,29534,1
115,Senate,175,29548,1
115,Senate,175,29566,1
115,Senate,175,29722,1
115,Senate,175,29732,1
115,Senate,175,29735,1
115,Senate,175,29754,1
115,Senate,175,29909,1
115,Senate,175,29924,1
115,Senate,175,29935,1
115,Senate,175,29940,1
115,Senate,175,39310,1
115,Senate,175,40300,1
115,Senate,175,40304,1
115,Senate,175,40305,1
115,Senate,175,40700,1
115,Senate,175,40701,1
115,Senate,175,40702,1
115,Senate,175,40703,1
115,Senate,175,40704,1
115,Senate,175,40705,1
115,Senate,175,40707,1
115,Senate,175,40902,1
115,Senate,175,40904,1
115,Senate,175,40906,1
115,Senate,175,40908,1
115,Senate,175,40909,1
115,Senate,175,40910,1
115,Senate,175,40915,1
115,Senate,175,40916,1
115,Senate,175,41101,1
115,Senate,175,41102,1
115,Senate,175,41104,6
115,Senate,175,41107,1
115,Senate,175,41110,1
115,Senate,175,41111,1
115,Senate,175,41112,1
115,Senate,175,41300,1
115,Senate,175,41301,1
115,Senate,175,41302,1
115,Senate,175,41303,1
115,Senate,175,41304,1
115,Senate,175,41305,1
115,Senate,175,41308,1
115,Senate,175,41500,1
115,Senate,175,41501,1
115,Senate,175,41502,1
115,Senate,175,41503,1
115,Senate,175,41504,1
115,Senate,175,41505,1
115,Senate,175,41700,1
115,Senate,175,41701,1
115,Senate,175,41702,1
115,Senate,175,41703,1
115,Senate,175,41704,1
115,Senate,175,49300,1
115,Senate,175,49308,1
115,Senate,175,49703,1
115,Senate,175,49706,1
115,Senate,175,94659,1
115,Senate,176,14009,6
115,Senate,176,14226,6
115,Senate,176,14307,1
115,Senate,176,14435,1
115,Senate,176,14503,6
115,Senate,176,14651,1
115,Senate,176,14852,6
115,Senate,176,14858,1
115,Senate,176,14871,1
115,Senate,176,14921,6
115,Senate,176,15015,1
115,Senate,176,15021,6
115,Senate,176,15039,6
115,Senate,176,15408,1
115,Senate,176,15424,6
115,Senate,176,20100,6
115,Senate,176,20101,6
115,Senate,176,20146,6
115,Senate,176,20330,1
115,Senate,176,20707,6
115,Senate,176,20713,1
115,Senate,176,20717,1
115,Senate,176,20730,6
115,Senate,176,20735,6
115,Senate,176,20919,6
115,Senate,176,20923,1
115,Senate,176,20930,1
115,Senate,176,21112,6
115,Senate,176,21133,6
115,Senate,176,21166,6
115,Senate,176,21173,6
115,Senate,176,21301,6
115,Senate,176,21325,1
115,Senate,176,21338,6
115,Senate,176,29142,1
115,Senate,176,29147,1
115,Senate,176,29345,6
115,Senate,176,29373,1
115,Senate,176,29386,6
115,Senate,176,29389,1
115,Senate,176,29534,6
115,Senate,176,29548,6
115,Senate,176,29566,6
115,Senate,176,29722,6
115,Senate,176,29732,1
115,Senate,176,29735,6
115,Senate,176,29754,6
115,Senate,176,29909,6
115,Senate,176,29924,1
115,Senate,176,29935,6
115,Senate,176,29940,1
115,Senate,176,39310,1
115,Senate,176,40300,6
115,Senate,176,40304,6
115,Senate,176,40305,6
115,Senate,176,40700,1
115,Senate,176,40701,1
115,Senate,176,40702,1
115,Senate,176,40703,1
115,Senate,176,40704,1
115,Senate,176,40705,6
115,Senate,176,40707,6
115,Senate,176,40902,6
115,Senate,176,40904,1
115,Senate,176,40906,1
115,Senate,176,40908,1
115,Senate,176,40909,6
115,Senate,176,40910,1
115,Senate,176,40915,1
115,Senate,176,40916,1
115,Senate,176,41101,1
115,Senate,176,41102,6
115,Senate,176,41104,6
115,Senate,176,41107,6
115,Senate,176,41110,6
115,Senate,176,41111,6
115,Senate,176,41112,1
115,Senate,176,41300,1
115,Senate,176,41301,1
115,Senate,176,41302,6
115,Senate,176,41303,1
115,Senate,176,41304,6
115,Senate,176,41305,6
115,Senate,176,41308,1
115,Senate,176,41500,6
115,Senate,176,41501,6
115,Senate,176,41502,6
115,Senate,176,41503,6
115,Senate,176,41504,6
115,Senate,176,41505,6
115,Senate,176,41700,1
115,Senate,176,41701,1
115,Senate,176,41702,1
115,Senate,176,41703,6
115,Senate,176,41704,6
115,Senate,176,49300,1
115,Senate,176,49308,1
115,Senate,176,49703,6
115,Senate,176,49706,6
115,Senate,176,94659,6
115,Senate,177,14009,1
115,Senate,177,14226,1
115,Senate,177,14307,6
115,Senate,177,14435,6
115,Senate,177,14503,1
115,Senate,177,14651,6
115,Senate,177,14852,1
115,Senate,177,14858,6
115,Senate,177,14871,6
115,Senate,177,14921,1
115,Senate,177,15015,6
115,Senate,177,15021,6
115,Senate,177,15039,1
115,Senate,177,15408,6
115,Senate,177,15424,1
115,Senate,177,20100,1
115,Senate,177,20101,1
115,Senate,177,20146,1
115,Senate,177,20330,6
115,Senate,177,20707,6
115,Senate,177,20713,6
115,Senate,177,20717,6
115,Senate,177,20730,1
115,Senate,177,20735,6
115,Senate,177,20919,1
115,Senate,177,20923,6
115,Senate,177,20930,1
115,Senate,177,21112,1
115,Senate,177,21133,1
115,Senate,177,21166,1
115,Senate,177,21173,1
115,Senate,177,21301,1
115,Senate,177,21325,6
115,Senate,177,21338,1
115,Senate,177,29142,6
115,Senate,177,29147,6
115,Senate,177,29345,1
115,Senate,177,29373,6
115,Senate,177,29386,1
115,Senate,177,29389,6
115,Senate,177,29534,1
115,Senate,177,29548,1
115,Senate,177,29566,1
115,Senate,177,29722,1
115,Senate,177,29732,6
115,Senate,177,29735,1
115,Senate,177,29754,1
115,Senate,177,29909,1
115,Senate,177,29924,6
115,Senate,177,29935,1
115,Senate,177,29940,6
115,Senate,177,39310,6
115,Senate,177,40300,1
115,Senate,177,40304,1
115,Senate,177,40305,1
115,Senate,177,40700,6
115,Senate,177,40701,6
115,Senate,177,40702,6
115,Senate,177,40703,6
115,Senate,177,40704,6
115,Senate,177,40705,6
115,Senate,177,40707,1
115,Senate,177,40902,1
115,Senate,177,40904,6
115,Senate,177,40906,6
115,Senate,177,40908,6
115,Senate,177,40909,6
115,Senate,177,40910,6
115,Senate,177,40915,6
115,Senate,177,40916,6
115,Senate,177,41101,6
115,Senate,177,41102,1
115,Senate,177,41104,1
115,Senate,177,41107,1
115,Senate,177,41110,1
115,Senate,177,41111,1
115,Senate,177,41112,6
115,Senate,177,41300,6
115,Senate,177,41301,6
115,Senate,177,41302,1
115,Senate,177,41303,6
115,Senate,177,41304,1
115,Senate,177,41305,6
115,Senate,177,41308,6
115,Senate,177,41500,1
115,Senate,177,41501,1
115,Senate,177,41502,1
115,Senate,177,41503,6
115,Senate,177,41504,1
115,Senate,177,41505,1
115,Senate,177,41700,1
115,Senate,177,41701,6
115,Senate,177,41702,6
115,Senate,177,41703,1
115,Senate,177,41704,1
115,Senate,177,49300,6
115,Senate,177,49308,6
115,Senate,177,49703,1
115,Senate,177,49706,1
115,Senate,177,94659,1
115,Senate,178,14009,6
115,Senate,178,14226,6
115,Senate,178,14307,1
115,Senate,178,14435,1
115,Senate,178,14503,6
115,Senate,178,14651,1
115,Senate,178,14852,6
115,Senate,178,14858,1
115,Senate,178,14871,1
115,Senate,178,14921,6
115,Senate,178,15015,1
115,Senate,178,15021,1
115,Senate,178,15039,6
115,Senate,178,15408,1
115,Senate,178,15424,6
115,Senate,178,20100,6
115,Senate,178,20101,6
115,Senate,178,20146,6
115,Senate,178,20330,1
115,Senate,178,20707,1
115,Senate,178,20713,1
115,Senate,178,20717,1
115,Senate,178,20730,6
115,Senate,178,20735,1
115,Senate,178,20919,6
115,Senate,178,20923,1
115,Senate,178,20930,1
115,Senate,178,21112,6
115,Senate,178,21133,6
115,Senate,178,21166,6
115,Senate,178,21173,6
115,Senate,178,21301,6
115,Senate,178,21325,1
115,Senate,178,21338,6
115,Senate,178,29142,1
115,Senate,178,29147,1
115,Senate,178,29345,6
115,Senate,178,29373,1
115,Senate,178,29386,6
115,Senate,178,29389,1
115,Senate,178,29534,6
115,Senate,178,29548,6
115,Senate,178,29566,6
115,Senate,178,29722,6
115,Senate,178,29732,1
115,Senate,178,29735,6
115,Senate,178,29754,6
115,Senate,178,29909,6
115,Senate,178,29924,1
115,Senate,178,29935,6
115,Senate,178,29940,1
115,Senate,178,39310,1
115,Senate,178,40300,6
115,Senate,178,40304,6
115,Senate,178,40305,6
115,Senate,178,40700,1
115,Senate,178,40701,1
115,Senate,178,40702,1
115,Senate,178,40703,1
115,Senate,178,40704,1
115,Senate,178,40705,6
115,Senate,178,40707,6
115,Senate,178,40902,6
115,Senate,178,40904,1
115,Senate,178,40906,1
115,Senate,178,40908,1
115,Senate,178,40909,1
115,Senate,178,40910,1
115,Senate,178,40915,1
115,Senate,178,40916,1
115,Senate,178,41101,1
115,Senate,178,41102,6
115,Senate,178,41104,6
115,Senate,178,41107,6
115,Senate,178,41110,6
115,Senate,178,41111,6
115,Senate,178,41112,1
115,Senate,178,41300,1
115,Senate,178,41301,1
115,Senate,178,41302,6
115,Senate,178,41303,1
115,Senate,178,41304,6
115,Senate,178,41305,1
115,Senate,178,41308,1
115,Senate,178,41500,6
115,Senate,178,41501,6
115,Senate,178,41502,6
115,Senate,178,41503,6
115,Senate,178,41504,6
115,Senate,178,41505,6
115,Senate,178,41700,1
115,Senate,178,41701,1
115,Senate,178,41702,1
115,Senate,178,41703,6
115,Senate,178,41704,6
115,Senate,178,49300,1
115,Senate,178,49308,1
115,Senate,178,49703,6
115,Senate,178,49706,6
115,Senate,178,94659,6
115,Senate,179,14009,1
115,Senate,179,14226,1
115,Senate,179,14307,6
115,Senate,179,14435,6
115,Senate,179,14503,1
115,Senate,179,14651,6
115,Senate,179,14852,1
115,Senate,179,14858,6
115,Senate,179,14871,6
115,Senate,179,14921,1
115,Senate,179,15015,6
115,Senate,179,15021,6
115,Senate,179,15039,6
115,Senate,179,15408,6
115,Senate,179,15424,1
115,Senate,179,20100,1
115,Senate,179,20101,1
115,Senate,179,20146,1
115,Senate,179,20330,6
115,Senate,179,20707,6
115,Senate,179,20713,6
115,Senate,179,20717,6
115,Senate,179,20730,1
115,Senate,179,20735,6
115,Senate,179,20919,1
115,Senate,179,20923,6
115,Senate,179,20930,6
115,Senate,179,21112,1
115,Senate,179,21133,1
115,Senate,179,21166,1
115,Senate,179,21173,1
115,Senate,179,21301,1
115,Senate,179,21325,6
115,Senate,179,21338,1
115,Senate,179,29142,6
115,Senate,179,29147,6
115,Senate,179,29345,1
115,Senate,179,29373,6
115,Senate,179,29386,1
115,Senate,179,29389,6
115,Senate,179,29534,1
115,Senate,179,29548,1
115,Senate,179,29566,1
115,Senate,179,29722,1
115,Senate,179,29732,6
115,Senate,179,29735,1
115,Senate,179,29754,1
115,Senate,179,29909,1
115,Senate,179,29924,6
115,Senate,179,29935,1
115,Senate,179,29940,6
115,Senate,179,39310,6
115,Senate,179,40300,6
115,Senate,179,40304,1
115,Senate,179,40305,1
115,Senate,179,40700,6
115,Senate,179,40701,6
115,Senate,179,40702,6
115,Senate,179,40703,6
115,Senate,179,40704,6
115,Senate,179,40705,1
115,Senate,179,40707,1
115,Senate,179,40902,1
115,Senate,179,40904,6
115,Senate,179,40906,6
115,Senate,179,40908,6
115,Senate,179,40909,6
115,Senate,179,40910,6
115,Senate,179,40915,6
115,Senate,179,40916,6
115,Senate,179,41101,6
115,Senate,179,41102,1
115,Senate,179,41104,1
115,Senate,179,41107,1
115,Senate,179,41110,1
115,Senate,179,41111,1
115,Senate,179,41112,6
115,Senate,179,41300,6
115,Senate,179,41301,6
115,Senate,179,41302,1
115,Senate,179,41303,6
115,Senate,179,41304,1
115,Senate,179,41305,6
115,Senate,179,41308,6
115,Senate,179,41500,1
115,Senate,179,41501,1
115,Senate,179,41502,1
115,Senate,179,41503,1
115,Senate,179,41504,1
115,Senate,179,41505,1
115,Senate,179,41700,6
115,Senate,179,41701,6
115,Senate,179,41702,6
115,Senate,179,41703,1
115,Senate,179,41704,1
115,Senate,179,49300,6
115,Senate,179,49308,6
115,Senate,179,49703,6
115,Senate,179,49706,1
115,Senate,179,94659,1
115,Senate,180,14009,1
115,Senate,180,14226,1
115,Senate,180,14307,1
115,Senate,180,14435,6
115,Senate,180,14503,1
115,Senate,180,14651,1
115,Senate,180,14852,1
115,Senate,180,14858,6
115,Senate,180,14871,6
115,Senate,180,14921,1
115,Senate,180,15015,6
115,Senate,180,15021,1
115,Senate,180,15039,9
115,Senate,180,15408,1
115,Senate,180,15424,1
115,Senate,180,20100,1
115,Senate,180,20101,1
115,Senate,180,20146,1
115,Senate,180,20330,6
115,Senate,180,20707,1
115,Senate,180,20713,1
115,Senate,180,20717,1
115,Senate,180,20730,1
115,Senate,180,20735,6
115,Senate,180,20919,1
115,Senate,180,20923,9
115,Senate,180,20930,6
115,Senate,180,21112,1
115,Senate,180,21133,1
115,Senate,180,21166,1
115,Senate,180,21173,1
115,Senate,180,21301,1
115,Senate,180,21325,1
115,Senate,180,21338,1
115,Senate,180,29142,6
115,Senate,180,29147,6
115,Senate,180,29345,1
115,Senate,180,29373,9
115,Senate,180,29386,1
115,Senate,180,29389,6
115,Senate,180,29534,1
115,Senate,180,29548,9
115,Senate,180,29566,9
115,Senate,180,29722,1
115,Senate,180,29732,1
115,Senate,180,29735,1
115,Senate,180,29754,1
115,Senate,180,29909,1
115,Senate,180,29924,6
115,Senate,180,29935,1
115,Senate,180,29940,6
115,Senate,180,39310,6
115,Senate,180,40300,1
115,Senate,180,40304,1
115,Senate,180,40305,1
115,Senate,180,40700,1
115,Senate,180,40701,1
115,Senate,180,40702,1
115,Senate,180,40703,1
115,Senate,180,40704,6
115,Senate,180,40705,1
115,Senate,180,40707,1
115,Senate,180,40902,1
115,Senate,180,40904,6
115,Senate,180,40906,1
115,Senate,180,40908,9
115,Senate,180,40909,1
115,Senate,180,40910,6
115,Senate,180,40915,6
115,Senate,180,40916,6
115,Senate,180,41101,1
115,Senate,180,41102,1
115,Senate,180,41104,1
115,Senate,180,41107,1
115,Senate,180,41110,1
115,Senate,180,41111,1
115,Senate,180,41112,6
115,Senate,180,41300,6
115,Senate,180,41301,6
115,Senate,180,41302,1
115,Senate,180,41303,1
115,Senate,180,41304,1
115,Senate,180,41305,6
115,Senate,180,41308,6
115,Senate,180,41500,1
115,Senate,180,41501,1
115,Senate,180,41502,1
115,Senate,180,41503,1
115,Senate,180,41504,1
115,Senate,180,41505,1
115,Senate,180,41700,6
115,Senate,180,41701,6
115,Senate,180,41702,1
115,Senate,180,41703,1
115,Senate,180,41704,1
115,Senate,180,49300,1
115,Senate,180,49308,6
115,Senate,180,49703,1
115,Senate,180,49706,1
115,Senate,180,94659,1
115,Senate,181,14009,1
115,Senate,181,14226,1
115,Senate,181,14307,1
115,Senate,181,14435,6
115,Senate,181,14503,1
115,Senate,181,14651,1
115,Senate,181,14852,1
115,Senate,181,14858,1
115,Senate,181,14871,6
115,Senate,181,14921,1
115,Senate,181,15015,1
115,Senate,181,15021,1
115,Senate,181,15039,9
115,Senate,181,15408,1
115,Senate,181,15424,1
115,Senate,181,20100,1
115,Senate,181,20101,1
115,Senate,181,20146,1
115,Senate,181,20330,1
115,Senate,181,20707,1
115,Senate,181,20713,1
115,Senate,181,20717,1
115,Senate,181,20730,1
115,Senate,181,20735,6
115,Senate,181,20919,1
115,Senate,181,20923,1
115,Senate,181,20930,1
115,Senate,181,21112,1
115,Senate,181,21133,1
115,Senate,181,21166,1
115,Senate,181,21173,1
115,Senate,181,21301,1
115,Senate,181,21325,1
115,Senate,181,21338,1
115,Senate,181,29142,1
115,Senate,181,29147,1
115,Senate,181,29345,1
115,Senate,181,29373,1
115,Senate,181,29386,1
115,Senate,181,29389,1
115,Senate,181,29534,1
115,Senate,181,29548,9
115,Senate,181,29566,1
115,Senate,181,29722,1
115,Senate,181,29732,1
115,Senate,181,29735,1
115,Senate,181,29754,1
115,Senate,181,29909,1
115,Senate,181,29924,1
115,Senate,181,29935,1
115,Senate,181,29940,1
115,Senate,181,39310,1
115,Senate,181,40300,1
115,Senate,181,40304,1
115,Senate,181,40305,1
115,Senate,181,40700,1
115,Senate,181,40701,1
115,Senate,181,40702,1
115,Senate,181,40703,1
115,Senate,181,40704,1
115,Senate,181,40705,1
115,Senate,181,40707,1
115,Senate,181,40902,1
115,Senate,181,40904,9
115,Senate,181,40906,1
115,Senate,181,40908,6
115,Senate,181,40909,1
115,Senate,181,40910,1
115,Senate,181,40915,1
115,Senate,181,40916,1
115,Senate,181,41101,1
115,Senate,181,41102,1
115,Senate,181,41104,1
115,Senate,181,41107,1
115,Senate,181,41110,1
115,Senate,181,41111,1
115,Senate,181,41112,1
115,Senate,181,41300,1
115,Senate,181,41301,6
115,Senate,181,41302,1
115,Senate,181,41303,1
115,Senate,181,41304,1
115,Senate,181,41305,1
115,Senate,181,41308,1
115,Senate,181,41500,1
115,Senate,181,41501,1
115,Senate,181,41502,1
115,Senate,181,41503,1
115,Senate,181,41504,1
115,Senate,181,41505,1
115,Senate,181,41700,1
115,Senate,181,41701,1
115,Senate,181,41702,1
115,Senate,181,41703,1
115,Senate,181,41704,1
115,Senate,181,49300,1
115,Senate,181,49308,1
115,Senate,181,49703,1
115,Senate,181,49706,1
115,Senate,181,94659,1
115,Senate,182,14009,1
115,Senate,182,14226,1
115,Senate,182,14307,1
115,Senate,182,14435,6
115,Senate,182,14503,1
115,Senate,182,14651,1
115,Senate,182,14852,1
115,Senate,182,14858,6
115,Senate,182,14871,6
115,Senate,182,14921,1
115,Senate,182,15015,6
115,Senate,182,15021,6
115,Senate,182,15039,9
115,Senate,182,15408,6
115,Senate,182,15424,1
115,Senate,182,20100,1
115,Senate,182,20101,1
115,Senate,182,20146,1
115,Senate,182,20330,6
115,Senate,182,20707,1
115,Senate,182,20713,6
115,Senate,182,20717,1
115,Senate,182,20730,1
115,Senate,182,20735,6
115,Senate,182,20919,1
115,Senate,182,20923,1
115,Senate,182,20930,6
115,Senate,182,21112,1
115,Senate,182,21133,1
115,Senate,182,21166,1
115,Senate,182,21173,1
115,Senate,182,21301,1
115,Senate,182,21325,6
115,Senate,182,21338,1
115,Senate,182,29142,6
115,Senate,182,29147,6
115,Senate,182,29345,1
115,Senate,182,29373,6
115,Senate,182,29386,1
115,Senate,182,29389,6
115,Senate,182,29534,1
115,Senate,182,29548,9
115,Senate,182,29566,1
115,Senate,182,29722,1
115,Senate,182,29732,1
115,Senate,182,29735,1
115,Senate,182,29754,1
115,Senate,182,29909,1
115,Senate,182,29924,6
115,Senate,182,29935,1
115,Senate,182,29940,6
115,Senate,182,39310,6
115,Senate,182,40300,1
115,Senate,182,40304,1
115,Senate,182,40305,1
115,Senate,182,40700,1
115,Senate,182,40701,1
115,Senate,182,40702,1
115,Senate,182,40703,1
115,Senate,182,40704,6
115,Senate,182,40705,1
115,Senate,182,40707,1
115,Senate,182,40902,1
115,Senate,182,40904,9
115,Senate,182,40906,1
115,Senate,182,40908,6
115,Senate,182,40909,1
115,Senate,182,40910,6
115,Senate,182,40915,6
115,Senate,182,40916,6
115,Senate,182,41101,1
115,Senate,182,41102,1
115,Senate,182,41104,1
115,Senate,182,41107,1
115,Senate,182,41110,1
115,Senate,182,41111,1
115,Senate,182,41112,6
115,Senate,182,41300,6
115,Senate,182,41301,6
115,Senate,182,41302,1
115,Senate,182,41303,1
115,Senate,182,41304,1
115,Senate,182,41305,6
115,Senate,182,41308,6
115,Senate,182,41500,1
115,Senate,182,41501,1
115,Senate,182,41502,1
115,Senate,182,41503,1
115,Senate,182,41504,1
115,Senate,182,41505,1
115,Senate,182,41700,6
115,Senate,182,41701,6
115,Senate,182,41702,1
115,Senate,182,41703,1
115,Senate,182,41704,1
115,Senate,182,49300,1
115,Senate,182,49308,6
115,Senate,182,49703,1
115,Senate,182,49706,1
115,Senate,182,94659,1
115,Senate,183,14009,1
115,Senate,183,14226,1
115,Senate,183,14307,6
115,Senate,183,14435,6
115,Senate,183,14503,1
115,Senate,183,14651,6
115,Senate,183,14852,1
115,Senate,183,14858,6
115,Senate,183,14871,6
115,Senate,183,14921,1
115,Senate,183,15015,6
115,Senate,183,15021,6
115,Senate,183,15039,9
115,Senate,183,15408,6
115,Senate,183,15424,1
115,Senate,183,20100,1
115,Senate,183,20101,1
115,Senate,183,20146,1
115,Senate,183,20330,6
115,Senate,183,20707,6
115,Senate,183,20713,6
115,Senate,183,20717,6
115,Senate,183,20730,1
115,Senate,183,20735,6
115,Senate,183,20919,1
115,Senate,183,20923,6
115,Senate,183,20930,6
115,Senate,183,21112,1
115,Senate,183,21133,1
115,Senate,183,21166,1
115,Senate,183,21173,1
115,Senate,183,21301,1
115,Senate,183,21325,6
115,Senate,183,21338,1
115,Senate,183,29142,6
115,Senate,183,29147,6
115,Senate,183,29345,1
115,Senate,183,29373,6
115,Senate,183,29386,1
115,Senate,183,29389,6
115,Senate,183,29534,1
115,Senate,183,29548,9
115,Senate,183,29566,1
